index,negotiation_arrangement,name,billing_code_type,billing_code_type_version,billing_code,description,bundled_codes_billing_code_type,bundled_codes_billing_code_type_version,bundled_codes_billing_code,bundled_codes_description,covered_services_billing_code_type,covered_services_billing_code_type_version,covered_services_billing_code,covered_services_description,negotiated_rates_provider_groups_npi,negotiated_rates_provider_groups_tin_type,negotiated_rates_provider_groups_tin_value,negotiated_rates_negotiated_prices_negotiated_type,negotiated_rates_negotiated_prices_negotiated_rate,negotiated_rates_negotiated_prices_expiration_date,negotiated_rates_negotiated_prices_service_code,negotiated_rates_negotiated_prices_billing_class 
86647,bundle,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",LOCAL,2022,0360-28005,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",RC,2022,623,SURGICAL DRESSINGS.,,,,,1831151455,ein,04-3358564,fee schedule,5279.89,12/31/9999,22,institutional
116054,bundle,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",LOCAL,2022,0360-28675,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",RC,2022,940,OTHER THERAPEUTIC SERVICES,,,,,1831151455,ein,04-3358564,fee schedule,5279.89,12/31/9999,22,institutional
429125,ffs,OPEN TRTMNT &/OR REDUCTION OF ODONTOID FRACTURE,CPT,2022,22319,OPEN TRTMNT &/OR REDUCTION OF ODONTOID FRACTURE,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
574507,ffs,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,CPT,2022,27227,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
766581,ffs,RESECTION OF LUNG,CPT,2022,32504,RESECTION OF LUNG,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
762414,ffs,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,CPT,2022,32856,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
781429,ffs,TRANSMYOCARDIAL LASER REVASCULARIZATION,CPT,2022,33140,TRANSMYOCARDIAL LASER REVASCULARIZATION,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
772006,ffs,"ENDOSCOPY, SURGICAL;OPERATIVE TISSUE ABLATION AND RECONSTRUCTN",CPT,2022,33265,"ENDOSCOPY, SURGICAL;OPERATIVE TISSUE ABLATION AND RECONSTRUCTN",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
802645,ffs,"BYPASS GRAFT,VEIN,AXILLARY-FEMORAL",CPT,2022,35518,"BYPASS GRAFT,VEIN,AXILLARY-FEMORAL",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
900340,ffs,"PRTL ESOPHAGECTOMY,DISTAL TWO-THIRDS,W/THORACOTOMY,SEP ABD INC",CPT,2022,43117,"PRTL ESOPHAGECTOMY,DISTAL TWO-THIRDS,W/THORACOTOMY,SEP ABD INC",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
978607,ffs,"PANCREATECTOMY, PROXIMAL W/ DUODENECTOMY; W/O PANCREATOJEJUNOS",CPT,2022,48152,"PANCREATECTOMY, PROXIMAL W/ DUODENECTOMY; W/O PANCREATOJEJUNOS",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
980746,ffs,REMOVAL OF PERITONEAL FOREIGN BODY FROM PERITONEAL CAVITY,CPT,2022,49085,REMOVAL OF PERITONEAL FOREIGN BODY FROM PERITONEAL CAVITY,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1132472,ffs,"CRANIECTOMY OR CRANIOTOMY,DECOMPRSSVE,C OR W/OUT DURAPLASTY",CPT,2022,61322,"CRANIECTOMY OR CRANIOTOMY,DECOMPRSSVE,C OR W/OUT DURAPLASTY",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1132476,ffs,"CRANIECTOMY, ETC",CPT,2022,61537,"CRANIECTOMY, ETC",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1132517,ffs,CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL,CPT,2022,61581,CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1137647,ffs,"ORBITOCRANIAL APPROACH TO ANTERIOR CRANIAL FOSSA, EXTRADURAL",CPT,2022,61585,"ORBITOCRANIAL APPROACH TO ANTERIOR CRANIAL FOSSA, EXTRADURAL",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1762778,ffs,MSH2 GENE ANALYSIS DUPLICATION/DELETION VARIANTS,CPT,2022,81297,MSH2 GENE ANALYSIS DUPLICATION/DELETION VARIANTS,,,,,,,,,1760643522,npi,1871988139,fee schedule,343.35,12/31/9999,11,professional
1773764,ffs,HLA CLASS I TYPING LOW RESOLUTION ONE LOCUS EACH,CPT,2022,81373,HLA CLASS I TYPING LOW RESOLUTION ONE LOCUS EACH,,,,,,,,,1487635603,ein,04-2911067,fee schedule,205.13,12/31/9999,11,professional
1787633,ffs,MOLECULAR PATHOLOGY PROCEDURE LEVEL 3,CPT,2022,81402,MOLECULAR PATHOLOGY PROCEDURE LEVEL 3,,,,,,,,,1760643522,npi,1871988139,fee schedule,241.98,12/31/9999,11,professional
1786998,ffs,KETONE BODIES QUANTITATIVE,CPT,2022,82010,KETONE BODIES QUANTITATIVE,,,,,,,,,1366424384,ein,04-2911067,fee schedule,13.14,12/31/9999,11,professional
1824099,ffs,"CATECHOLAMINES (DOLPAMINE, NOREPINEPHRINE, ETC.); FRACTIONATED",CPT,2022,82384,"CATECHOLAMINES (DOLPAMINE, NOREPINEPHRINE, ETC.); FRACTIONATED",,,,,,,,,1386676815,ein,43-1987409,fee schedule,107.12,12/31/9999,11,professional
2108319,ffs,ANTIBODY;ROTAVIRUS,CPT,2022,86759,ANTIBODY;ROTAVIRUS,,,,,,,,,1760643522,npi,1871988139,fee schedule,29.35,12/31/9999,11,professional
2170312,ffs,INFEC AGNT ANTBDY DET DIR FLRSCNT ANTBDY;VARICELLA ZOSTER,CPT,2022,87290,INFEC AGNT ANTBDY DET DIR FLRSCNT ANTBDY;VARICELLA ZOSTER,,,,,,,,,1366424384,ein,04-2911067,fee schedule,21.61,12/31/9999,11,professional
2177417,ffs,IAAD IA RESPIRATORY SYNCTIAL VIRUS,CPT,2022,87420,IAAD IA RESPIRATORY SYNCTIAL VIRUS,,,,,,,,,1386676815,ein,43-1987409,fee schedule,59,12/31/9999,11,professional
2234011,ffs,"IM ADM THRU 18 YRS VIA ANY RTE OF ADM, W/COUNSELING BY PHYS OR",CPT,2022,90461,"IM ADM THRU 18 YRS VIA ANY RTE OF ADM, W/COUNSELING BY PHYS OR",,,,,,,,,1851851661,ein,83-4009296,fee schedule,12,12/31/9999,22,institutional
2408589,ffs,"RAPID DESENSITIZATION PROCE,EA HR(INSULIN,PENICILLIN,HORSE SER",CPT,2022,95180,"RAPID DESENSITIZATION PROCE,EA HR(INSULIN,PENICILLIN,HORSE SER",,,,,,,,,1053406157,ein,04-2704683,fee schedule,244.57,12/31/9999,11,professional
2524403,ffs,"GRADIENT COMPRESSN STOCKNG,FULL-LNGTH/CHAP STYLE,18-30MM HG EA",HCPCS,2022,A6536,"GRADIENT COMPRESSN STOCKNG,FULL-LNGTH/CHAP STYLE,18-30MM HG EA",,,,,,,,,1366424384,ein,04-2911067,fee schedule,100.2,12/31/9999,12,professional
2531197,ffs,THALLIUM TL-201 THALLOUS CHLORID DX PER MCI,HCPCS,2022,A9505,THALLIUM TL-201 THALLOUS CHLORID DX PER MCI,,,,,,,,,1821437393,npi,1740690882,negotiated,44.54,12/31/9999,11,professional
2545428,ffs,"ENTERAL FORMULAE, CAT IV; DEFINED FORMULA",HCPCS,2022,B4154,"ENTERAL FORMULAE, CAT IV; DEFINED FORMULA",,,,,,,,,1053406157,ein,04-2704683,fee schedule,1.28,12/31/9999,12,professional
2569930,ffs,"TRAPEZE BARS, HEAVY DUTY FOR PATIENT WEIGHT CAPACITY",HCPCS,2022,E0911,"TRAPEZE BARS, HEAVY DUTY FOR PATIENT WEIGHT CAPACITY",,,,,,,,,1225135494,ein,04-2690771,negotiated,309.9,12/31/9999,12,professional
2567316,ffs,"REAR WHEEL TIRE FOR POWER WHEELCHAIR, ANY SIZE, EACH",HCPCS,2022,E2394,"REAR WHEEL TIRE FOR POWER WHEELCHAIR, ANY SIZE, EACH",,,,,,,,,1811092208,ein,04-3319857,negotiated,58.85,12/31/9999,12,professional
2608783,ffs,"INJECTION, ONABOTULINUMTOXINA, 1 UNIT",HCPCS,2022,J0585,"INJECTION, ONABOTULINUMTOXINA, 1 UNIT",,,,,,,,,1720045180,ein,04-3466314,fee schedule,6.21,12/31/9999,11,professional
2608782,ffs,"INJECTION, ONABOTULINUMTOXINA, 1 UNIT",HCPCS,2022,J0585,"INJECTION, ONABOTULINUMTOXINA, 1 UNIT",,,,,,,,,1629090204,ein,04-3466314,fee schedule,6.21,12/31/9999,11,professional
2603232,ffs,"INJECTION - ABOBOTULINUMTOXINA, 5 UNITS",HCPCS,2022,J0586,"INJECTION - ABOBOTULINUMTOXINA, 5 UNITS",,,,,,,,,1689779076,ein,04-3466314,fee schedule,8.52,12/31/9999,11,professional
2609221,ffs,"INJECTION, RIMABOTULINUMTOXINB, 100 UNITS",HCPCS,2022,J0587,"INJECTION, RIMABOTULINUMTOXINB, 100 UNITS",,,,,,,,,1023436219,ein,04-3466314,fee schedule,12.17,12/31/9999,11,professional
2635132,ffs,INJECTION DENOSUMAB 1 MG,HCPCS,2022,J0897,INJECTION DENOSUMAB 1 MG,,,,,,,,,1366615957,ein,04-3466314,fee schedule,22.26,12/31/9999,11,professional
2641907,ffs,INJ. CETIRIZINE HCL 0.5MG,HCPCS,2022,J1201,INJ. CETIRIZINE HCL 0.5MG,,,,,,,,,1053406157,ein,04-2704683,fee schedule,22.46,12/31/9999,11,professional
2668291,ffs,"INJECTION, GAMMA GLOBULIN, 1CC",HCPCS,2022,J1460,"INJECTION, GAMMA GLOBULIN, 1CC",,,,,,,,,1437356516,ein,04-3466314,fee schedule,46.16,12/31/9999,11,professional
2668290,ffs,"INJECTION, GAMMA GLOBULIN, 1CC",HCPCS,2022,J1460,"INJECTION, GAMMA GLOBULIN, 1CC",,,,,,,,,1427015817,ein,04-3466314,fee schedule,46.16,12/31/9999,11,professional
2665333,ffs,INJECTION IMMUNE GLOBULIN BIVIGAM 500 MG,HCPCS,2022,J1556,INJECTION IMMUNE GLOBULIN BIVIGAM 500 MG,,,,,,,,,1790716322,ein,04-3466314,fee schedule,70.49,12/31/9999,11,professional
2673431,ffs,INJ IMMUNE GLOBULIN IV NONLYOPHILIZED 500 MG,HCPCS,2022,J1557,INJ IMMUNE GLOBULIN IV NONLYOPHILIZED 500 MG,,,,,,,,,1699734616,ein,04-3466314,fee schedule,48.34,12/31/9999,11,professional
2676798,ffs,"INJECTION, GAMMA GLOBULIN, OVER 10CC",HCPCS,2022,J1560,"INJECTION, GAMMA GLOBULIN, OVER 10CC",,,,,,,,,1528025210,ein,04-3466314,fee schedule,461.64,12/31/9999,11,professional
2672641,ffs,"IMMUNE GLOBULIN, POWDER",HCPCS,2022,J1566,"IMMUNE GLOBULIN, POWDER",,,,,,,,,1699732065,ein,04-3466314,fee schedule,73.18,12/31/9999,11,professional
2672773,ffs,"IMMUNE GLOBULIN, POWDER",HCPCS,2022,J1566,"IMMUNE GLOBULIN, POWDER",,,,,,,,,1699732065,ein,04-3466314,negotiated,73.18,12/31/9999,11,professional
2673162,ffs,INJ IG GAMMAGARD LIQ IV NONLYOPHILIZED 500 MG,HCPCS,2022,J1569,INJ IG GAMMAGARD LIQ IV NONLYOPHILIZED 500 MG,,,,,,,,,1588654602,ein,04-2807148,fee schedule,45,12/31/9999,11,professional
2681150,ffs,"INJECTION,IMMUNE GLOBULIN,(FLEBOGAMMA/FLEBOGAMMA DIF),500MG,IN",HCPCS,2022,J1572,"INJECTION,IMMUNE GLOBULIN,(FLEBOGAMMA/FLEBOGAMMA DIF),500MG,IN",,,,,,,,,1720045180,ein,04-3466314,fee schedule,40.52,12/31/9999,11,professional
2835777,ffs,"INJECTION, FLOXURIDINE, 500 MG",HCPCS,2022,J9200,"INJECTION, FLOXURIDINE, 500 MG",,,,,,,,,1487635603,ein,04-2911067,fee schedule,184.28,12/31/9999,11,professional
2860368,ffs,POWER WHEELCHAIR GRP 2 STND PATIENT WT 300 POUNDS,HCPCS,2022,K0831,POWER WHEELCHAIR GRP 2 STND PATIENT WT 300 POUNDS,,,,,,,,,1750332797,ein,06-1026214,negotiated,3452.22,12/31/9999,11,professional
2900963,ffs,WRIST HAND ORTHOSIS 1/> NONTORSION JOINT PREFAB,HCPCS,2022,L3916,WRIST HAND ORTHOSIS 1/> NONTORSION JOINT PREFAB,,,,,,,,,1821437393,npi,1740690882,fee schedule,351.61,12/31/9999,11,professional
2895727,ffs,"FO,W/O JOINTS,MAY INCL SOFT INTERFCE,CUST FAB, INC FIT & ADJ",HCPCS,2022,L3933,"FO,W/O JOINTS,MAY INCL SOFT INTERFCE,CUST FAB, INC FIT & ADJ",,,,,,,,,1760643522,npi,1871988139,fee schedule,267.24,12/31/9999,11,professional
2915958,ffs,ONGOING CARE NOT MEDICALLY POSSIBLE BECAUSE THE PATIENT WAS DI,HCPCS,2022,M1129,ONGOING CARE NOT MEDICALLY POSSIBLE BECAUSE THE PATIENT WAS DI,,,,,,,,,1467892513,npi,1467892513,fee schedule,50.12,12/31/9999,11,professional
2929407,ffs,"INJECTION-FERUMOXYTOL,F/TRTMNT IRON DEFIC ANEMA, 1 MG (ESRD)",HCPCS,2022,Q0139,"INJECTION-FERUMOXYTOL,F/TRTMNT IRON DEFIC ANEMA, 1 MG (ESRD)",,,,,,,,,1821437393,npi,1740690882,fee schedule,0.7,12/31/9999,11,professional
2937304,ffs,CAST SUPPLIES,HCPCS,2022,Q4018,CAST SUPPLIES,,,,,,,,,1578584314,ein,04-2104691,percentage,70.33,12/31/9999,11,professional
2979199,ffs,"NASAL FUNCTION STUDIES,(EG:RHINOMANOMETRY)",HCPCS,2022,S9025,"NASAL FUNCTION STUDIES,(EG:RHINOMANOMETRY)",,,,,,,,,1073757167,npi,1073757167,fee schedule,48.85,12/31/9999,11,professional
40781,bundle,CYSTOURETHROSCOPY,LOCAL,2022,0360-52354,CYSTOURETHROSCOPY,RC,2022,276,INTRAOCULAR LENS,,,,,1831151455,ein,04-3358564,fee schedule,8091.99,12/31/9999,22,institutional
2984113,ffs,OCCUP THERP/VISIT,RC,2022,432,OCCUP THERP/VISIT,,,,,,,,,1245218403,ein,04-2430837,percentage,100,12/31/9999,22,institutional
419800,ffs,RECONSTRUCTIVE REPAIR OF PECTUS EXCAVATUM OF CARINATUM,CPT,2022,21742,RECONSTRUCTIVE REPAIR OF PECTUS EXCAVATUM OF CARINATUM,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
424715,ffs,BIOPSY SOFT TISSUE BACK OR FLANK;SUPERFICIAL,CPT,2022,21920,BIOPSY SOFT TISSUE BACK OR FLANK;SUPERFICIAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
422745,ffs,"ARTHRO,LATERAL EXTRACAVITARY TECHNIQUE",CPT,2022,22532,"ARTHRO,LATERAL EXTRACAVITARY TECHNIQUE",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
475124,ffs,OPEN TREATMNT HUMRL SUPRACONDYLR/TRANSCONDYLR FX INCL INT FIXA,CPT,2022,24545,OPEN TREATMNT HUMRL SUPRACONDYLR/TRANSCONDYLR FX INCL INT FIXA,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
569836,ffs,"PARTIAL EXCISION, WING OF ILIUM, SYMPHYSIS PUBIS, OR GRTR TROC",CPT,2022,27071,"PARTIAL EXCISION, WING OF ILIUM, SYMPHYSIS PUBIS, OR GRTR TROC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
607534,ffs,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,CPT,2022,27603,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
693924,ffs,ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S)AND/,CPT,2022,29851,ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S)AND/,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
729526,ffs,RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT,CPT,2022,30460,RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
755637,ffs,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",CPT,2022,31643,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
781428,ffs,TRANSMYOCARDIAL LASER REVASCULARIZATION,CPT,2022,33140,TRANSMYOCARDIAL LASER REVASCULARIZATION,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
772746,ffs,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,CPT,2022,33230,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
773919,ffs,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,CPT,2022,33251,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
773929,ffs,"OPERATIVE TISSUE ALBATION AND RECONSTRUCTION OF ATRIA, EXTENSI",CPT,2022,33255,"OPERATIVE TISSUE ALBATION AND RECONSTRUCTION OF ATRIA, EXTENSI",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
791508,ffs,WITH CLOSURE OF VENTRICULAR SEPTAL DEFECT,CPT,2022,33780,WITH CLOSURE OF VENTRICULAR SEPTAL DEFECT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
788137,ffs,ENDOVASCULAR REPAIR,CPT,2022,33881,ENDOVASCULAR REPAIR,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
791676,ffs,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,CPT,2022,33933,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
792722,ffs,EMBOLECTOMY/THROMBECTOMY W OR W/O CATHETER; CAROTID SUBCIAVIAN,CPT,2022,34001,EMBOLECTOMY/THROMBECTOMY W OR W/O CATHETER; CAROTID SUBCIAVIAN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
803184,ffs,"DIR REP/EXCIS AND GRFT;CAROTID,SUBCLAV ARTERY BY NECK INCISION",CPT,2022,35045,"DIR REP/EXCIS AND GRFT;CAROTID,SUBCLAV ARTERY BY NECK INCISION",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
803202,ffs,"EXPLORATION FOR POSTOPERATIVE HEMORRHAGE OR THROMBOSIS,NECK",CPT,2022,35870,"EXPLORATION FOR POSTOPERATIVE HEMORRHAGE OR THROMBOSIS,NECK",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
813735,ffs,INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL,CPT,2022,36557,INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
825240,ffs,INSERTION OF TUNNELD CENTRALLY INSERTED CENTRAL VENOUS ACCES,CPT,2022,36565,INSERTION OF TUNNELD CENTRALLY INSERTED CENTRAL VENOUS ACCES,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
830456,ffs,REPLACEMENT COMPLETE OF A TUNNELED CENTRALLY INSERTED CENTRAL,CPT,2022,36581,REPLACEMENT COMPLETE OF A TUNNELED CENTRALLY INSERTED CENTRAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
844614,ffs,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,CPT,2022,37619,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
897662,ffs,"ESOPHAGOSCOPY, FLEX, TRANSORAL; W/RMVL OF TUMOR(S), POLYP(S),",CPT,2022,43216,"ESOPHAGOSCOPY, FLEX, TRANSORAL; W/RMVL OF TUMOR(S), POLYP(S),",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
915128,ffs,GASTROTOMY W EXPLORATION OR FOREIGN BODY REMOVAL,CPT,2022,43500,GASTROTOMY W EXPLORATION OR FOREIGN BODY REMOVAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
922873,ffs,INTESTINAL ALLOWTRANSPLANTATION; FROM CADAVER,CPT,2022,44135,INTESTINAL ALLOWTRANSPLANTATION; FROM CADAVER,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
921932,ffs,COLECTOMY TOTAL WITH PROCTECTOMY AND ILEOSTOMY,CPT,2022,44155,COLECTOMY TOTAL WITH PROCTECTOMY AND ILEOSTOMY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
923389,ffs,LAPAROSCOPY SURGICAL GASTRIC,CPT,2022,44188,LAPAROSCOPY SURGICAL GASTRIC,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
927459,ffs,"REVISION COLOSTOMY;COMPLICATED,RECONSTRUCTION IN DEPTH",CPT,2022,44345,"REVISION COLOSTOMY;COMPLICATED,RECONSTRUCTION IN DEPTH",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
927775,ffs,"REVISION COLOSTOMY;COMPLICATED,RECONSTRUCTION IN DEPTH",CPT,2022,44346,"REVISION COLOSTOMY;COMPLICATED,RECONSTRUCTION IN DEPTH",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
945174,ffs,LAPAROSCOPY SURGICAL GASTRIC,CPT,2022,45395,LAPAROSCOPY SURGICAL GASTRIC,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
965069,ffs,"BIOPSY OF LIVER, NEEDLE, PERCUTANEOUS",CPT,2022,47000,"BIOPSY OF LIVER, NEEDLE, PERCUTANEOUS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
967558,ffs,DONOR HEPATECTOMY,CPT,2022,47140,DONOR HEPATECTOMY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
973869,ffs,INTRO OF PERCUTAN TRANSHEPATIC CATH/STENT FOR BILIARY DRAINAGE,CPT,2022,47511,INTRO OF PERCUTAN TRANSHEPATIC CATH/STENT FOR BILIARY DRAINAGE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
973007,ffs,CHOLECYSTECTOMY WITH OPEN EXPLORATION OF COMMON DUCT,CPT,2022,47612,CHOLECYSTECTOMY WITH OPEN EXPLORATION OF COMMON DUCT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
980745,ffs,REMOVAL OF PERITONEAL FOREIGN BODY FROM PERITONEAL CAVITY,CPT,2022,49085,REMOVAL OF PERITONEAL FOREIGN BODY FROM PERITONEAL CAVITY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
992085,ffs,BACKBENCH RECONSTRUCTION OF CADAVER OR LIVING DONOR,CPT,2022,50328,BACKBENCH RECONSTRUCTION OF CADAVER OR LIVING DONOR,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1036847,ffs,CYSTOURETHROSCOPY,CPT,2022,52346,CYSTOURETHROSCOPY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1132433,ffs,"CRANIECT,TREPHINAT,BONE FLAP CRANIOT;EXCIS EPILEPTOGENIC FOCUS",CPT,2022,61534,"CRANIECT,TREPHINAT,BONE FLAP CRANIOT;EXCIS EPILEPTOGENIC FOCUS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1138711,ffs,"RESECTION OR EXC OF NEOPLASTIC, VASC OR INFECT LESION OF PARAS",CPT,2022,61608,"RESECTION OR EXC OF NEOPLASTIC, VASC OR INFECT LESION OF PARAS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1134695,ffs,NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN,CPT,2022,62326,NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
766579,ffs,RESECTION OF LUNG,CPT,2022,32503,RESECTION OF LUNG,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
773920,ffs,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,CPT,2022,33251,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
773928,ffs,"OPERATIVE TISSUE ABLATION&RECONSTRN OF ATRIA,OTH CARDIAC PROCS",CPT,2022,33258,"OPERATIVE TISSUE ABLATION&RECONSTRN OF ATRIA,OTH CARDIAC PROCS",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
791202,ffs,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY,CPT,2022,33764,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
798068,ffs,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSEC, PLUS",CPT,2022,34830,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSEC, PLUS",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
798072,ffs,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSEC, PLUS",CPT,2022,34832,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSEC, PLUS",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
